soil_moisture,air_humidity,air_temp,light_intensity,rain_detected,soil_temp,moisture_humidity_ratio,temp_humidity_interaction,light_temp_interaction,moisture_difference,rain_soil_effect,soil_air_temp_diff
45.99641069,71.71273582,22.32024653,12338.75396,0,28.47029384,0.641398066,1600.645943,275404.0304,-25.71632514,0,6.150047306
51.46901982,73.64614466,32.95994245,99702.05978,0,25.80003646,0.698869158,2427.37269,3286174.152,-22.17712484,0,-7.159905989
13.25152889,71.09833999,21.82098115,43130.03189,0,23.86085032,0.186383096,1551.435537,941139.613,-57.8468111,0,2.039869171
52.52813963,42.93448903,31.21648137,35474.83333,0,28.32706933,1.223448551,1340.263677,1107399.474,9.593650601,0,-2.889412037
21.93668866,57.19170117,26.40921138,71310.77498,0,33.16036769,0.383564185,1510.387726,1883261.331,-35.25501251,0,6.751156305
14.55361151,78.81108689,34.20045133,37026.04124,0,18.66031596,0.184664517,2695.374742,1266307.322,-64.25747538,0,-15.54013538
76.42198761,36.58923834,24.20642808,83494.1562,0,32.70164569,2.088646525,885.6947664,2021095.287,39.83274927,0,8.495217615
77.59424232,48.06043045,31.50563293,45972.80171,1,27.74530648,1.61451406,1514.17428,1448402.215,29.53381187,77.59424232,-3.760326449
66.58781437,47.96074205,24.24228562,72236.28291,0,30.91702881,1.388381625,1162.678007,1751172.603,18.62707232,0,6.67474319
31.32296384,58.08123029,32.8458851,11637.86843,0,24.14199925,0.539295796,1907.729416,382256.0891,-26.75826645,0,-8.703885841
16.83704798,93.72396816,35.72620462,84765.79937,1,25.5494876,0.179645059,3348.401665,3028360.293,-76.88692018,16.83704798,-10.17671702
57.89631186,34.38766553,22.28243238,73836.08069,0,31.90161203,1.683635957,766.2408321,1645247.476,23.50864632,0,9.619179645
40.81067456,63.71556463,35.59872239,21959.96107,0,24.63756752,0.640513415,2268.192698,781746.5578,-22.90489007,0,-10.96115488
18.54267644,41.65870433,30.68435458,15383.31496,0,26.55455307,0.445109282,1278.270455,472027.091,-23.11602789,0,-4.129801511
44.66238371,93.09397545,22.28798884,32312.94252,0,18.32311877,0.479755892,2074.877486,720190.5022,-48.43159174,0,-3.964870066
12.40719648,37.36472781,27.6957534,97630.98802,1,20.53756809,0.332056377,1034.844287,2703963.768,-24.95753133,12.40719648,-7.158185303
73.65242815,56.23406515,22.89548528,26426.32588,0,28.26698413,1.30974751,1287.506211,605043.5553,17.41836299,0,5.371498845
28.11459871,77.96252401,32.606262,46156.59369,0,29.47163042,0.360616831,2542.066484,1504993.987,-49.8479253,0,-3.134631583
56.3765599,75.79603782,33.65962642,3972.002346,0,27.32161499,0.743792958,2551.266317,133696.1151,-19.41947792,0,-6.338011431
31.81977533,57.4773614,21.90433736,40325.52543,0,20.29296058,0.55360535,1259.003515,883303.9134,-25.65758607,0,-1.611376785
46.40476148,52.52407092,29.11051735,57560.68153,1,25.12648686,0.883495125,1529.002878,1675621.218,-6.119309434,46.40476148,-3.984030491
48.26971955,55.84480461,34.66325101,95359.33664,1,23.68151626,0.864354689,1935.76248,3305464.622,-7.575085052,48.26971955,-10.98173475
22.93981189,47.17795711,36.85093475,52156.86845,0,25.9305815,0.486240033,1738.551819,1922029.356,-24.23814522,0,-10.92035324
77.87092394,43.34664102,29.2433216,82091.62529,0,31.92526455,1.796469584,1267.599764,2400631.799,34.52428293,0,2.681942952
64.25929764,61.39758034,37.10502603,55165.63661,0,30.41378302,1.046609593,2278.158816,2046922.382,2.861717294,0,-6.691243006
75.76492591,47.45469414,29.64240147,5037.71633,0,19.34383202,1.596573862,1406.671095,149330.0099,28.31023177,0,-10.29856945
72.63791453,48.68500822,27.0954289,32185.81924,0,32.24494716,1.491997551,1319.141179,872088.577,23.95290631,0,5.149518262
51.85299852,72.68914413,35.26765631,57979.40128,0,25.54827442,0.713352708,2563.575753,2044797.597,-20.83614561,0,-9.719381896
74.53119645,92.95492656,28.87368879,95108.80263,0,29.90179432,0.801799306,2683.951621,2746141.968,-18.42373011,0,1.02810553
16.19447514,69.23641804,28.49424519,86053.90562,1,20.2406277,0.233901108,1972.839472,2452041.086,-53.04194289,16.19447514,-8.25361749
23.71880037,35.00366536,28.82562481,23607.2058,0,28.73151241,0.677609029,1009.002525,680492.4573,-11.28486499,0,-0.094112398
13.16591022,34.9129349,35.24213003,22790.87317,0,21.78121628,0.377106934,1230.406192,803198.9159,-21.74702468,0,-13.46091375
32.77312315,91.84250935,34.97494775,20916.12374,0,25.01409435,0.356840455,3212.186966,731540.3351,-59.0693862,0,-9.960853396
37.20741028,49.32390137,27.26335986,92327.39073,1,18.26980592,0.75434847,1344.735273,2517154.879,-12.11649109,37.20741028,-8.993553943
28.99443222,35.9843541,25.99939748,85413.94916,0,20.42577021,0.805751059,935.5715251,2220711.214,-6.989921871,0,-5.573627271
68.01162564,68.93789816,28.85470443,77713.45979,0,19.47328789,0.986563653,1989.182676,2242398.913,-0.926272524,0,-9.381416543
34.97273287,70.53717059,30.30990518,39880.77631,0,21.83590677,0.495805716,2137.974952,1208782.548,-35.56443772,0,-8.473998408
29.66541568,72.15281331,24.29006979,50933.68973,1,19.60028944,0.411147035,1752.596871,1237182.878,-42.48739763,29.66541568,-4.689780351
47.98872582,47.38113181,34.29119152,46968.84273,0,29.07056043,1.012823522,1624.755466,1610617.582,0.60759401,0,-5.220631099
19.86469575,30.98219447,28.75668978,26086.41265,0,18.46463844,0.641164883,890.9453553,750158.8761,-11.11749873,0,-10.29205135
66.15378865,92.72599901,26.01281987,50997.77657,1,27.88384801,0.713433003,2412.06471,1326595.976,-26.57221036,66.15378865,1.871028138
15.21854506,46.30804797,21.92277787,4019.158237,1,20.25132529,0.328637146,1015.201049,88111.11328,-31.08950291,15.21854506,-1.67145258
79.08208556,73.94170872,24.29921289,14049.22698,0,33.12258331,1.069519299,1796.725322,341385.1572,5.140376839,0,8.823370428
64.05713385,75.93094154,37.08706109,88772.37002,0,32.92950517,0.843623584,2816.055468,3292306.31,-11.87380769,0,-4.157555922
23.91009771,69.65048211,25.49179436,75416.29694,0,21.60804964,0.34328689,1775.515767,1922496.733,-45.7403844,0,-3.883744722
10.3865482,50.33898062,23.03946721,42863.9725,0,27.83074077,0.206332108,1159.783293,987563.0888,-39.95243243,0,4.791273563
67.08229999,47.62125649,28.29211025,52197.88587,1,18.44808511,1.408662927,1347.305839,1476788.342,19.4610435,67.08229999,-9.844025138
59.48001407,68.84843838,25.52757938,37629.88971,0,32.90861669,0.863926831,1757.533976,960599.9967,-9.368424306,0,7.381037308
61.03050176,86.29621618,20.6328665,74337.20685,1,26.36779693,0.707221055,1780.538308,1533789.665,-25.26571442,61.03050176,5.734930426
63.98892427,91.53769238,25.81661391,78634.53074,0,18.69157042,0.699044535,2363.193262,2030077.32,-27.54876811,0,-7.125043488
15.18312562,36.88387729,29.79395523,76565.23383,0,23.47999989,0.411646669,1098.916589,2281181.149,-21.70075166,0,-6.313955343
35.092601,40.06385982,29.9308227,72538.56076,0,19.22959139,0.875916606,1199.144285,2171138.801,-4.971258821,0,-10.70123131
18.11083417,91.40785682,26.41806058,21245.92953,0,24.28711103,0.198132137,2414.818299,561276.2534,-73.29702265,0,-2.130949551
70.41723981,77.87478984,28.05144961,34459.02794,0,28.71882147,0.904236648,2184.500743,966625.6861,-7.45755003,0,0.667371862
53.63086888,87.39459861,37.37932253,47514.69806,0,25.51823853,0.61366342,3266.750889,1776067.224,-33.76372974,0,-11.861084
33.16286174,43.17112122,26.79227259,33748.50615,0,24.1395548,0.768172335,1156.652448,904199.1763,-10.00825948,0,-2.652717795
14.44908452,68.19308162,24.64808264,75739.07982,0,19.90651273,0.2118849,1680.828711,1866823.098,-53.7439971,0,-4.74156991
31.76876252,75.57407364,24.38240679,33605.9989,0,21.91902473,0.420365882,1842.677806,819395.1359,-43.80531112,0,-2.463382062
32.76283254,74.20727255,28.23976303,14684.97659,0,19.6022926,0.441504329,2095.595792,414700.259,-41.44444001,0,-8.637470425
61.07243248,56.52985991,33.67136268,40505.00475,0,30.91997971,1.080357027,1903.437415,1363858.705,4.542572577,0,-2.75138297
54.62902299,31.00066796,23.70778732,98011.52885,0,20.16383725,1.762188521,734.9572426,2323636.48,23.62835503,0,-3.543950068
72.10489198,67.89019369,32.76733029,23362.25988,0,27.52597386,1.06208109,2224.5804,765518.8858,4.214698288,0,-5.241356424
43.05504476,46.45160005,20.38069682,61603.70724,0,23.48384662,0.926879672,946.7159774,1255526.48,-3.396555285,0,3.103149797
18.37159722,59.266526,27.5407936,43864.33193,0,21.61565415,0.309982686,1632.24716,1208058.512,-40.89492878,0,-5.925139449
59.92713511,92.24276598,33.96557117,8031.432197,0,28.23149503,0.649667579,3133.078233,272792.1819,-32.31563087,0,-5.734076142
63.2549534,55.93729565,26.0971932,49299.78399,0,25.31203695,1.13081892,1459.806412,1286585.988,7.317657756,0,-0.785156254
49.28940383,84.58710443,30.14726783,70514.26854,1,24.40232748,0.582705881,2550.070092,2125812.539,-35.2977006,49.28940383,-5.744940349
63.9677026,42.25513937,23.68962619,51808.77761,0,27.48563208,1.513844281,1001.008456,1227330.575,21.71256322,0,3.796005887
44.56569175,73.70993237,33.35591704,87338.50031,0,25.86028206,0.604609036,2458.662389,2913255.771,-29.14424063,0,-7.495634984
46.59129806,93.50545204,20.94102386,29604.76465,0,22.85574734,0.498273593,1958.099902,619954.0829,-46.91415398,0,1.914723478
39.92787129,36.62305156,35.34576761,9538.667959,1,26.9449806,1.090238757,1294.469869,337151.541,3.304819728,39.92787129,-8.400787004
11.77933887,30.54079624,23.56753496,93719.99555,0,28.71197722,0.385691925,719.7712831,2208749.271,-18.76145737,0,5.144442269
17.55239989,58.18288152,35.73916457,38441.4386,0,18.42709054,0.301676354,2079.407578,1373864.901,-40.63048163,0,-17.31207403
12.200043,36.0206564,26.34552634,58064.14959,0,25.45394766,0.338695734,948.983152,1529730.583,-23.8206134,0,-0.891578681
54.54872879,78.64498273,33.00830434,79408.30949,0,18.92293255,0.693607223,2595.937525,2621133.647,-24.09625394,0,-14.08537179
32.00491868,89.44566315,25.74605536,33107.05272,1,20.98248663,0.357814087,2302.872995,852376.0122,-57.44074447,32.00491868,-4.763568735
45.59994838,58.21136323,36.30641008,71900.28928,0,26.96813975,0.783351309,2113.445625,2610441.388,-12.61141484,0,-9.338270337
73.52965317,46.81625674,22.27946826,14406.46613,0,31.85902264,1.570600828,1043.041306,320968.4049,26.71339643,0,9.579554385
27.45045604,58.23621574,23.21335621,29838.08097,1,32.12489087,0.471364,1351.85802,692642.0022,-30.7857597,27.45045604,8.91153466
38.72680461,77.02410816,28.87454225,15326.35298,0,19.11910416,0.502788088,2224.035866,442541.4266,-38.29730355,0,-9.755438091
62.8885797,30.5885205,21.4748919,81311.82528,0,24.70568138,2.055953561,656.8851713,1746162.658,32.3000592,0,3.230789478
26.01587158,68.31450932,23.52764332,23042.27429,0,27.32810373,0.380824974,1607.279409,542130.4108,-42.29863773,0,3.800460403
15.38859369,69.86395952,36.98779488,72022.95199,0,20.35311847,0.220265121,2584.113804,2663970.175,-54.47536583,0,-16.63467641
30.2826017,71.44973605,37.5768139,94386.54133,0,30.24691547,0.423830835,2684.853435,3546745.498,-41.16713434,0,-7.329898433
21.28549011,45.7314352,26.77266793,53249.4487,0,29.90776413,0.465445476,1224.352528,1425629.807,-24.44594509,0,3.135096207
75.07883566,76.41342702,36.61914838,54462.89003,0,32.45345622,0.982534583,2798.194622,1994384.651,-1.334591356,0,-4.165692159
66.56842657,35.94044661,29.80684416,46642.32324,1,18.13577619,1.852186909,1071.271291,1390260.46,30.62797996,66.56842657,-11.67106797
54.33826296,42.95257187,24.85536439,33263.1242,1,21.4669479,1.265075857,1067.601825,826767.0725,11.38569109,54.33826296,-3.388416482
71.00224131,87.03555303,32.64317698,48089.84806,0,31.23498743,0.815784332,2841.116961,1569805.421,-16.03331172,0,-1.408189552
66.25704538,78.0170048,31.86023252,60677.94569,0,28.72928081,0.849264141,2485.639913,1933213.459,-11.75995941,0,-3.130951705
23.05990412,30.89346101,37.80425574,98613.16564,1,32.31023766,0.746433149,1167.904301,3727997.334,-7.833556889,23.05990412,-5.494018085
72.47912989,46.14445692,24.77085117,93838.69137,0,18.91487447,1.570700647,1143.037475,2324464.258,26.33467297,0,-5.855976701
47.75395693,43.93642139,32.09707105,86353.14287,0,27.55142345,1.086887697,1410.230439,2771682.962,3.81753554,0,-4.545647596
66.52081086,47.60241132,20.93642759,89023.92303,0,27.1047452,1.397425206,996.6244378,1863842.918,18.91839954,0,6.168317608
72.72639099,46.09138507,22.0456287,47317.06915,0,18.57079066,1.577873811,1016.113561,1043134.537,26.63500593,0,-3.474838035
32.26024325,34.06420922,20.07053075,66086.98839,0,26.21635323,0.947042161,683.6867587,1326400.933,-1.803965975,0,6.145822481
17.70363472,59.83113358,37.99029226,89611.60557,1,27.75232498,0.295893348,2273.002251,3404371.085,-42.12749886,17.70363472,-10.23796728
25.95546138,77.62767586,34.44092655,39902.12573,0,21.06069079,0.334358343,2673.569082,1374266.182,-51.67221448,0,-13.38023576
39.8975452,69.43756211,34.16101427,96214.48536,1,22.37327333,0.574581587,2372.05755,3286784.407,-29.5400169,39.8975452,-11.78774094
67.26103361,73.73665846,29.17506936,42162.82014,0,28.24555754,0.912179018,2151.272125,1230103.202,-6.475624844,0,-0.929511814
70.25114083,35.2746966,25.40120749,60507.18387,1,25.49281516,1.991544807,896.0198877,1536955.532,34.97644422,70.25114083,0.091607669
10.48664914,91.84689616,22.72275712,71270.66661,0,31.72821852,0.114175323,2087.014714,1619466.047,-81.36024702,0,9.005461401
45.75231118,84.5019692,25.1241453,95108.60929,0,23.47810826,0.541434846,2123.039752,2389522.519,-38.74965802,0,-1.646037043
39.21877022,82.3308707,26.76748199,25217.01113,0,22.26655453,0.476355581,2203.790099,674995.8914,-43.11210048,0,-4.500927461
25.54754673,83.49394733,33.61358175,74866.96685,0,33.75785505,0.30598082,2806.530624,2516546.91,-57.94640059,0,0.1442733
18.39057571,90.62618303,29.7139122,52560.74303,0,32.57817232,0.202927839,2692.858446,1561785.304,-72.23560732,0,2.864260122
33.633062,65.3765078,21.39470528,27587.15692,0,18.46388392,0.51445179,1398.711116,590219.0918,-31.7434458,0,-2.930821358
76.00367927,43.01833116,20.32452216,77884.07714,0,30.33165784,1.766774197,874.327025,1582956.652,32.98534811,0,10.00713568
32.62420524,70.09093451,21.84197923,55670.00574,0,19.76535638,0.465455412,1530.924736,1215943.109,-37.46672927,0,-2.07662285
46.31534352,78.28729709,27.38897685,66436.40824,0,18.43976312,0.591607383,2144.208967,1819625.247,-31.97195357,0,-8.949213729
59.21132712,77.96463057,36.79747251,32967.20579,0,22.37912826,0.759463951,2868.90135,1213109.849,-18.75330345,0,-14.41834425
35.45407217,63.89418657,31.47324466,48646.12123,0,22.30953406,0.554887283,2010.957366,1531051.275,-28.4401144,0,-9.163710597
78.02474579,34.44981676,34.4328662,62118.07085,1,31.1091002,2.264881235,1186.205931,2138903.222,43.57492903,78.02474579,-3.323766
77.37131065,54.122341,28.3947427,41086.17061,0,29.37067594,1.429563241,1536.789947,1166631.243,23.24896965,0,0.975933234
27.62476071,89.84982955,26.5099895,20638.88144,1,33.70575084,0.307454789,2381.918038,547136.5303,-62.22506884,27.62476071,7.19576134
44.80739541,67.98917913,21.95120671,96202.40874,0,29.3842064,0.659037149,1492.444525,2111758.96,-23.18178372,0,7.432999696
31.06148169,64.99157631,35.7667944,51635.28646,0,24.69208885,0.477930879,2324.540348,1846828.675,-33.93009462,0,-11.07470555
29.93883461,47.47547843,34.09688052,73658.11666,0,29.18284258,0.630616793,1618.765716,2511512.003,-17.53664383,0,-4.914037947
12.58208631,53.94917979,23.02612576,41693.67216,0,33.99134507,0.233221082,1242.240598,960043.7385,-41.36709348,0,10.96521932
52.66950338,88.19749579,29.22069015,36158.04464,0,29.36227012,0.597176851,2577.191697,1056563.019,-35.52799242,0,0.141579971
45.18753163,73.32009809,28.77274654,41309.26555,0,30.1869017,0.616304836,2109.620599,1188581.027,-28.13256646,0,1.414155153
13.60351259,81.18015674,31.25164795,41510.46773,0,33.01384024,0.167571892,2537.013679,1297270.524,-67.57664415,0,1.762192295
29.5052525,59.5324525,37.03136409,54873.83148,0,19.81842018,0.495616269,2204.567924,2032052.833,-30.0272,0,-17.21294391
73.57861202,70.96606926,30.43588595,54803.51713,0,29.2765487,1.036813956,2159.915191,1667993.597,2.612542753,0,-1.159337257
26.76933235,46.14493457,29.7239108,50218.22777,0,31.61289533,0.580114199,1371.607919,1492682.123,-19.37560222,0,1.888984525
20.14264105,75.85495397,20.90581279,14343.79271,0,33.2700576,0.265541533,1585.809467,299868.6451,-55.71231292,0,12.36424481
44.26169322,57.79408669,21.13233457,50111.47237,0,21.37550864,0.765851577,1221.323976,1058972.4,-13.53239347,0,0.243174067
78.99553179,58.76545846,23.37224224,17741.28614,0,26.06286412,1.34425107,1373.480531,414653.6374,20.23007332,0,2.69062188
26.94386901,72.2059511,20.58447389,13487.44284,0,28.88887756,0.373153019,1486.321515,277631.9151,-45.26208209,0,8.304403672
57.04948832,90.8582404,33.38035212,93331.92602,0,21.95948367,0.627895582,3032.880057,3115452.555,-33.80875208,0,-11.42086845
63.31337307,34.16041253,33.01994547,60890.0513,0,27.60756581,1.853413543,1127.974959,2010586.174,29.15296054,0,-5.41237966
26.63462808,83.60831043,22.44901222,66289.51575,0,22.12126052,0.318564358,1876.923982,1488134.149,-56.97368235,0,-0.3277517
60.9751444,49.00490218,35.04942021,40777.57336,0,23.33531233,1.244266195,1717.593409,1429230.304,11.97024223,0,-11.71410789
35.74481929,58.85476454,22.78614863,90989.1083,0,25.06429914,0.607339422,1341.073412,2073291.345,-23.10994525,0,2.278150517
54.26140814,31.42436637,25.42116057,64155.11847,0,26.46704158,1.726730327,798.8438632,1630897.568,22.83704177,0,1.045881014
54.34707975,49.56799506,24.48158418,77147.81708,0,25.18985395,1.096414705,1213.503044,1888700.779,4.779084694,0,0.708269761
47.50422789,62.67103077,26.70152777,37487.68443,0,25.89112832,0.757993391,1673.412269,1000978.447,-15.16680289,0,-0.810399458
16.3202839,33.65144503,24.58394779,96041.1762,0,22.7774201,0.484980167,827.2853675,2361071.261,-17.33116112,0,-1.806527685
68.47117469,61.92122241,28.80111668,82225.66773,0,20.5434415,1.105778777,1783.400351,2368191.05,6.549952281,0,-8.257675172
32.45460455,90.26219088,27.33334186,85540.89784,1,18.75759964,0.359559234,2467.167321,2338118.604,-57.80758633,32.45460455,-8.575742227
23.05629573,36.85055918,37.75825083,18047.23248,0,21.13565956,0.625670156,1391.412657,681431.9307,-13.79426345,0,-16.62259127
12.85425991,79.68864732,21.0066743,27825.35758,0,27.31109826,0.161306035,1673.99346,584518.224,-66.83438742,0,6.304423962
51.36250602,56.62861847,22.55926477,29277.03337,0,30.57784716,0.907006148,1277.499998,660468.3476,-5.266112446,0,8.01858239
57.42950533,72.58629144,20.95086609,27820.0131,0,20.70796156,0.791189402,1520.745672,582853.3691,-15.15678612,0,-0.242904531
11.16114802,46.91537887,31.26514151,85685.40805,1,19.73688572,0.237899556,1466.815959,2678966.408,-35.75423084,11.16114802,-11.52825579
45.84651408,40.36699707,20.98116699,4156.594726,0,29.98864577,1.13574247,846.9467064,87210.20806,5.479517016,0,9.007478775
25.85470426,40.43006993,35.05591527,8533.898909,1,22.88253329,0.639491934,1417.313106,299163.6371,-14.57536566,25.85470426,-12.17338198
55.16209533,34.58197647,29.21489535,28117.57219,0,33.22399103,1.595111077,1010.308824,821451.9292,20.58011886,0,4.009095675
22.20565003,42.06703582,29.48613724,20787.42449,0,29.42908753,0.527863423,1240.394392,612940.8514,-19.86138579,0,-0.057049713
58.36564167,73.17426002,30.10870114,23954.10177,0,23.22809676,0.797625297,2203.181926,721226.8914,-14.80861836,0,-6.880604383
37.07147424,87.30988977,23.07464671,79996.37574,0,22.63268396,0.424596502,2014.644861,1845888.108,-50.23841553,0,-0.441962749
75.57109921,82.91816956,23.55842546,56749.5328,0,26.37917418,0.911393711,1953.421517,1336929.638,-7.347070352,0,2.820748724
19.62646609,74.53373014,25.73871181,1571.295468,0,19.26631469,0.263323274,1918.4022,40443.12122,-54.90726405,0,-6.472397119
33.87464457,37.17807112,30.68293548,43502.9538,0,19.8828242,0.911145808,1140.732358,1334798.325,-3.303426548,0,-10.80011128
17.94314649,48.79718401,23.78211997,41380.60776,1,20.8137261,0.367708639,1160.500484,984118.578,-30.85403752,17.94314649,-2.968393866
74.72855328,50.1374469,22.09397109,12280.58168,0,30.39557749,1.490473816,1107.735302,271326.8165,24.59110638,0,8.301606404
71.41375474,46.24720152,37.46210396,67938.03707,0,26.22171775,1.544174585,1732.517471,2545101.807,25.16655322,0,-11.24038621
28.05591394,63.47536788,20.39567267,70507.62165,0,18.16907396,0.441996863,1294.622826,1438050.372,-35.41945394,0,-2.226598702
56.19888322,64.81099797,34.4485533,72368.42869,0,28.77626444,0.867119534,2232.645118,2492987.673,-8.612114745,0,-5.672288856
67.20555401,53.19758839,34.18463269,73118.62361,0,24.77904286,1.263319537,1818.540019,2499533.291,14.00796563,0,-9.405589834
48.86405681,52.99629532,25.34985405,1005.229866,0,26.17363784,0.922027768,1343.448351,25482.4304,-4.132238506,0,0.82378379
47.07554048,83.85611386,22.44127909,95438.15958,0,21.42585989,0.561384707,1881.838454,2141754.375,-36.78057338,0,-1.015419194
26.92966036,81.30403514,22.62131564,81606.66794,0,26.82851565,0.331221691,1839.204242,1846050.194,-54.37437478,0,4.207200014
16.51719375,50.00672906,32.55376911,90494.18796,0,33.66645184,0.330299416,1627.907512,2945926.901,-33.48953531,0,1.112682726
72.80510306,89.39624885,31.57051864,2548.686235,0,19.17511506,0.814408917,2822.285941,80463.3463,-16.5911458,0,-12.39540358
73.029264,91.93297611,34.08942214,93452.02078,1,22.54267839,0.794375058,3133.942031,3185725.386,-18.9037121,73.029264,-11.54674374
54.31710201,51.23826523,36.8746611,81169.06434,0,21.88796149,1.060088602,1889.393666,2993081.74,3.078836777,0,-14.98669962
33.73208537,53.03762167,32.45469254,83884.69515,0,21.97678897,0.636002967,1721.319704,2722451.99,-19.3055363,0,-10.47790357
34.44467022,62.86621997,22.80532766,10235.45109,0,24.05930172,0.547904259,1433.684745,233422.8158,-28.42154975,0,1.253974063
60.81689752,91.17285281,24.3819671,74139.02486,1,31.08975656,0.667050498,2222.973498,1807655.265,-30.35595529,60.81689752,6.707789454
72.7977182,86.96076315,35.15948716,96031.75227,0,32.60573904,0.837132917,3057.495835,3376427.161,-14.16304496,0,-2.553748116
72.0960497,36.66691757,23.76750937,68176.1868,0,21.2354414,1.966242393,871.4813067,1620378.158,35.42913213,0,-2.532067966
64.59128821,55.52749831,21.30540171,57485.57906,0,26.68719901,1.163230634,1183.035657,1224753.354,9.063789897,0,5.381797302
54.94221523,65.96912733,32.65904097,94617.3381,0,28.19038355,0.832847373,2154.488433,3090111.522,-11.0269121,0,-4.468657418
15.88979755,62.70361072,27.2454744,44850.77505,0,26.34923959,0.253411201,1708.38962,1221980.643,-46.81381317,0,-0.896234809
21.31400999,42.60109942,36.56072095,60330.06306,0,24.94522231,0.500315949,1557.526908,2205710.6,-21.28708943,0,-11.61549864
72.8987932,85.82309013,31.70459128,48157.49106,0,21.07160809,0.849407686,2720.985995,1526813.571,-12.92429693,0,-10.63298319
52.45003418,74.00115089,21.6275416,93351.77591,0,25.81150975,0.708773213,1600.462969,2018969.417,-21.55111672,0,4.183968147
10.64379361,84.46404437,37.06141821,8532.38795,0,24.41943724,0.126015674,3130.357272,316222.3981,-73.82025075,0,-12.64198097
17.103008,85.81967816,24.65403075,50610.85038,1,30.7290138,0.199290048,2115.800984,1247761.461,-68.71667016,17.103008,6.074983055
56.44512384,78.64313049,26.06982483,69008.2917,0,30.21766975,0.71773749,2050.212636,1799034.076,-22.19800665,0,4.147844919
10.35431087,58.54868908,27.24068745,79398.7473,0,20.1439789,0.176849573,1594.90654,2162876.459,-48.19437821,0,-7.096708547
